District,Crime_Type,Year,Total_Cases,Male_Victims,Female_Victims,Victims_Under18,Victims_18to45,Victims_Above45,Arrests_Made,Pending_Cases,Convictions
Mysuru,Molestation,2023,20,10,10,0,13,7,9,11,0
Mysuru,Murder,2023,0,0,0,0,0,0,0,0,0
Gadag,Theft,2023,144,71,73,23,90,31,94,50,14
Chikkaballapura,Domestic Violence,2023,64,39,25,6,45,13,55,9,21
Bagalkot,Kidnapping,2023,3,1,2,0,2,1,2,1,0
Shimoga,Domestic Violence,2023,61,30,31,4,39,18,37,24,15
Shimoga,Murder,2023,2,1,1,0,1,1,1,1,0
Shimoga,Dowry Death,2023,6,2,4,0,3,3,3,3,0
Bidar,Cheating,2023,84,56,28,8,64,12,74,10,15
Chitradurga,Domestic Violence,2023,75,35,40,6,52,17,39,36,7
Shimoga,Robbery,2023,15,7,8,0,9,6,12,3,2
Bengaluru Rural,Theft,2023,134,40,94,25,88,21,86,48,16
Bidar,Kidnapping,2023,7,2,5,0,4,3,5,2,1
Belagavi,Dowry Death,2023,2,0,2,0,1,1,1,1,0
Ramanagara,Murder,2023,0,0,0,0,0,0,0,0,0
Belagavi,Cyber Crime,2023,72,49,23,2,60,10,41,31,17
Gadag,Molestation,2023,29,18,11,3,22,4,18,11,1
Haveri,Theft,2023,133,49,84,4,100,29,73,60,20
Shimoga,Theft,2023,99,61,38,15,68,16,61,38,26
Chikkaballapura,Kidnapping,2023,14,7,7,0,10,4,10,4,3
Chikkamagaluru,Molestation,2023,24,7,17,1,14,9,18,6,6
Chamarajanagar,Cheating,2023,114,63,51,5,75,34,96,18,35
Bengaluru Urban,Domestic Violence,2023,58,25,33,10,48,0,25,33,8
Tumakuru,Molestation,2023,17,7,10,2,14,1,12,5,5
Davangere,Dowry Death,2023,4,2,2,0,3,1,2,2,0
Bidar,Kidnapping,2023,4,2,2,0,3,1,3,1,0
Yadgir,Theft,2023,163,74,89,30,119,14,85,78,32
Hassan,Murder,2023,3,1,2,0,2,1,1,2,0
Udupi,Dowry Death,2023,8,2,6,1,4,3,4,4,0
Chitradurga,Kidnapping,2023,0,0,0,0,0,0,0,0,0
Chikkamagaluru,Cyber Crime,2023,53,36,17,10,44,0,17,36,7
Belagavi,Kidnapping,2023,7,4,3,0,4,3,2,5,0
Mandya,Cyber Crime,2023,73,28,45,2,44,27,34,39,7
Mysuru,Murder,2023,2,1,1,0,1,1,1,1,0
Shivamogga,Cyber Crime,2023,41,24,17,6,26,9,32,9,4
Haveri,Murder,2023,9,6,3,1,7,1,7,2,2
Bengaluru Urban,Molestation,2023,22,10,12,3,14,5,18,4,2
Chikkamagaluru,Murder,2023,6,2,4,0,4,2,3,3,0
Udupi,Domestic Violence,2023,95,43,52,8,64,23,31,64,8
Mysuru,Rape,2023,43,21,22,8,26,9,29,14,3
Bidar,Molestation,2023,23,9,14,0,19,4,15,8,1
Kodagu,Domestic Violence,2023,82,54,28,11,68,3,26,56,5
Shivamogga,Cheating,2023,85,58,27,14,69,2,72,13,24
Bengaluru Rural,Cyber Crime,2023,46,25,21,6,30,10,17,29,7
Mysuru,Theft,2023,111,47,64,12,84,15,98,13,14
Koppal,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Mangaluru,Kidnapping,2023,3,1,2,0,2,1,1,2,0
Hassan,Robbery,2023,7,4,3,1,5,1,2,5,0
Vijayapura,Murder,2023,0,0,0,0,0,0,0,0,0
Udupi,Cheating,2023,87,29,58,5,55,27,67,20,18
Koppal,Theft,2023,142,82,60,20,108,14,37,105,14
Chamarajanagar,Dowry Death,2023,6,2,4,0,4,2,2,4,0
Ramanagara,Cyber Crime,2023,71,24,47,13,57,1,29,42,6
Kolar,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Bengaluru Rural,Domestic Violence,2023,61,24,37,10,51,0,42,19,7
Davangere,Molestation,2023,36,13,23,4,30,2,25,11,11
Chikkamagaluru,Dowry Death,2023,7,2,5,0,4,3,2,5,0
Mysuru,Murder,2023,5,3,2,0,3,2,1,4,0
Shimoga,Murder,2023,7,4,3,1,4,2,2,5,0
Kolar,Theft,2023,113,34,79,16,68,29,57,56,20
Chikkaballapura,Theft,2023,105,33,72,11,63,31,47,58,7
RuralAreaX,Rape,2023,40,18,22,5,32,3,26,14,11
Chikkamagaluru,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Uttara Kannada,Cyber Crime,2023,38,17,21,2,26,10,22,16,4
Hassan,Domestic Violence,2023,66,33,33,5,39,22,30,36,4
Koppal,Murder,2023,6,2,4,0,4,2,3,3,0
Chamarajanagar2,Cheating,2023,81,56,25,13,50,18,44,37,18
Mandya,Cyber Crime,2023,70,33,37,13,55,2,35,35,8
Vijayanagar,Cheating,2023,129,84,45,15,86,28,99,30,20
Yadgir,Cyber Crime,2023,59,31,28,6,46,7,45,14,11
Vijayanagar,Domestic Violence,2023,97,40,57,4,67,26,44,53,9
Davangere,Murder,2023,0,0,0,0,0,0,0,0,0
Haveri,Molestation,2023,27,15,12,2,21,4,13,14,1
Bengaluru Rural,Domestic Violence,2023,59,37,22,9,47,3,45,14,18
Tumakuru,Domestic Violence,2023,67,23,44,8,41,18,48,19,17
Uttara Kannada,Robbery,2023,21,14,7,3,13,5,15,6,6
RuralAreaX,Robbery,2023,21,12,9,3,15,3,10,11,3
Chitradurga,Cyber Crime,2023,49,18,31,6,32,11,23,26,6
Koppal,Robbery,2023,13,5,8,2,9,2,11,2,2
Shimoga,Kidnapping,2023,6,1,5,0,3,3,1,5,0
Hassan,Dowry Death,2023,9,2,7,1,7,1,7,2,0
Davangere,Cyber Crime,2023,50,34,16,3,36,11,16,34,3
Chamarajanagar,Cyber Crime,2023,73,25,48,7,47,19,19,54,2
Shivamogga,Kidnapping,2023,7,4,3,0,5,2,2,5,0
Bagalkot,Molestation,2023,38,21,17,3,32,3,33,5,3
Chitradurga,Theft,2023,105,60,45,4,87,14,39,66,4
Uttara Kannada,Robbery,2023,6,2,4,0,3,3,4,2,1
Udupi,Murder,2023,1,0,1,0,0,1,0,1,0
Bengaluru Urban,Molestation,2023,23,14,9,3,17,3,10,13,4
Bagalkot,Theft,2023,118,52,66,10,84,24,82,36,39
Bagalkot,Kidnapping,2023,7,2,5,0,5,2,1,6,0
Hassan,Cyber Crime,2023,55,20,35,3,40,12,31,24,12
Bengaluru Rural,Dowry Death,2023,5,3,2,0,3,2,3,2,0
Tumakuru,Kidnapping,2023,14,4,10,1,10,3,11,3,5
Bengaluru Urban,Rape,2023,29,9,20,4,19,6,12,17,3
Ramanagara,Cheating,2023,94,47,47,15,72,7,64,30,11
Mysuru,Rape,2023,22,15,7,0,16,6,15,7,6
Mandya,Theft,2023,125,63,62,5,86,34,83,42,17
Vijayapura,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Gadag,Molestation,2023,30,14,16,2,23,5,11,19,3
Kalaburagi,Robbery,2023,14,8,6,1,8,5,11,3,2
Bidar,Robbery,2023,14,8,6,2,9,3,8,6,2
Chitradurga,Rape,2023,37,24,13,6,22,9,20,17,7
Hubballi,Rape,2023,28,19,9,1,19,8,7,21,3
Chikkaballapura,Cheating,2023,91,45,46,6,64,21,42,49,8
Bagalkot,Rape,2023,27,9,18,4,21,2,23,4,10
Chikkamagaluru,Dowry Death,2023,6,2,4,0,4,2,4,2,0
Dharwad,Cyber Crime,2023,68,22,46,9,40,19,52,16,21
Kalaburagi,Kidnapping,2023,4,1,3,0,3,1,3,1,1
Yadgir,Cheating,2023,104,59,45,6,69,29,65,39,23
Chamarajanagar2,Theft,2023,114,42,72,18,77,19,98,16,38
Ramanagara,Cheating,2023,102,53,49,10,61,31,80,22,28
Kolar,Cyber Crime,2023,66,28,38,8,52,6,25,41,11
Bengaluru Urban,Cyber Crime,2023,31,20,11,1,19,11,24,7,2
Haveri,Kidnapping,2023,0,0,0,0,0,0,0,0,0
Ramanagara,Cyber Crime,2023,63,35,28,9,43,11,30,33,12
Chamarajanagar2,Murder,2023,9,5,4,0,6,3,7,2,0
RuralAreaX,Rape,2023,47,27,20,7,28,12,15,32,3
Kodagu,Theft,2023,151,52,99,19,127,5,82,69,6
Chamarajanagar,Molestation,2023,35,12,23,3,24,8,26,9,7
Dharwad,Murder,2023,0,0,0,0,0,0,0,0,0
Dharwad,Kidnapping,2023,9,5,4,0,5,4,7,2,2
Gadag,Theft,2023,137,67,70,25,99,13,105,32,9
Mandya,Dowry Death,2023,6,4,2,1,4,1,3,3,1
Davangere,Rape,2023,44,15,29,7,34,3,18,26,4
Chamarajanagar,Molestation,2023,34,11,23,6,23,5,9,25,1
Chikkaballapura,Theft,2023,110,70,40,13,78,19,59,51,19
Udupi,Murder,2023,6,3,3,0,4,2,3,3,0
RuralAreaX,Dowry Death,2023,5,2,3,0,3,2,3,2,0
Ramanagara,Kidnapping,2023,7,4,3,0,5,2,2,5,0
Udupi,Theft,2023,122,45,77,14,80,28,64,58,8
Chamarajanagar2,Theft,2023,136,80,56,9,94,33,104,32,34
Kolar,Robbery,2023,17,11,6,1,12,4,13,4,3
Dharwad,Cyber Crime,2023,60,31,29,10,41,9,33,27,13
Chamarajanagar,Murder,2023,6,2,4,1,4,1,3,3,0
Shivamogga,Cheating,2023,89,48,41,17,65,7,44,45,16
Mangaluru,Cheating,2023,87,26,61,9,53,25,48,39,18
Haveri,Domestic Violence,2023,77,34,43,6,61,10,63,14,4
Haveri,Theft,2023,133,73,60,5,107,21,36,97,6
Mandya,Theft,2023,112,33,79,17,69,26,98,14,40
Bengaluru Urban,Theft,2023,105,64,41,19,72,14,87,18,9
Davangere,Theft,2023,118,74,44,23,85,10,61,57,24
Uttara Kannada,Dowry Death,2023,10,6,4,1,6,3,6,4,1
Belagavi,Theft,2023,156,96,60,26,102,28,84,72,17
Belagavi,Molestation,2023,20,11,9,3,15,2,11,9,4
Tumakuru,Kidnapping,2023,0,0,0,0,0,0,0,0,0
Mandya,Dowry Death,2023,6,2,4,1,4,1,4,2,1
Shivamogga,Murder,2023,0,0,0,0,0,0,0,0,0
Chitradurga,Cyber Crime,2023,47,31,16,2,31,14,38,9,14
Vijayapura,Murder,2023,5,3,2,0,4,1,3,2,0
Mandya,Rape,2023,42,20,22,3,33,6,27,15,4
Chitradurga,Robbery,2023,9,2,7,0,5,4,7,2,0
Shivamogga,Murder,2023,9,5,4,0,5,4,5,4,0
Hubballi,Cheating,2023,87,34,53,9,73,5,35,52,3
Belagavi,Domestic Violence,2023,89,37,52,12,59,18,77,12,26
Hubballi,Theft,2023,128,76,52,18,103,7,90,38,18
Belagavi,Murder,2023,7,4,3,0,5,2,2,5,0
Bengaluru Rural,Cheating,2023,72,45,27,3,54,15,28,44,6
Chikkaballapura,Domestic Violence,2023,53,25,28,6,40,7,16,37,1
Uttara Kannada,Domestic Violence,2023,62,38,24,11,38,13,24,38,4
Bengaluru Urban,Domestic Violence,2023,52,15,37,10,40,2,13,39,5
Mandya,Theft,2023,109,60,49,21,74,14,34,75,11
Belagavi,Theft,2023,156,81,75,10,110,36,59,97,16
Vijayapura,Theft,2023,127,81,46,11,91,25,32,95,9
Bengaluru Urban,Cheating,2023,80,38,42,3,58,19,20,60,7
Chikkamagaluru,Robbery,2023,17,10,7,3,13,1,7,10,0
Chikkaballapura,Murder,2023,8,3,5,1,5,2,4,4,0
Yadgir,Robbery,2023,28,19,9,1,21,6,9,19,0
Shivamogga,Kidnapping,2023,11,4,7,2,6,3,8,3,3
Uttara Kannada,Molestation,2023,12,8,4,1,8,3,9,3,0
Hassan,Dowry Death,2023,3,0,3,0,1,2,1,2,0
Shivamogga,Cyber Crime,2023,61,36,25,10,45,6,26,35,1
Kodagu,Domestic Violence,2023,69,43,26,5,52,12,40,29,17
RuralAreaX,Rape,2023,43,20,23,3,27,13,28,15,1
Koppal,Domestic Violence,2023,71,39,32,13,56,2,57,14,15
Koppal,Theft,2023,87,52,35,2,61,24,44,43,6
Bengaluru Rural,Kidnapping,2023,7,3,4,1,4,2,5,2,1
Raichur,Robbery,2023,18,12,6,2,15,1,14,4,3
Mysuru,Cyber Crime,2023,62,27,35,8,37,17,43,19,4
Bagalkot,Theft,2023,114,61,53,20,72,22,73,41,14
Kolar,Murder,2023,3,2,1,0,2,1,1,2,0
Vijayanagar,Dowry Death,2023,11,3,8,1,6,4,6,5,2
Vijayapura,Murder,2023,4,1,3,0,3,1,1,3,0
Raichur,Murder,2023,0,0,0,0,0,0,0,0,0
RuralAreaX,Molestation,2023,32,21,11,4,25,3,9,23,2
Koppal,Molestation,2023,28,11,17,1,23,4,7,21,2
Vijayapura,Domestic Violence,2023,73,48,25,10,61,2,56,17,14
Shivamogga,Rape,2023,33,19,14,1,25,7,11,22,5
Chikkaballapura,Robbery,2023,9,3,6,1,6,2,5,4,0
Bagalkot,Murder,2023,5,3,2,0,3,2,2,3,0
Bengaluru Urban,Molestation,2023,15,5,10,2,10,3,3,12,0
Vijayanagar,Molestation,2023,30,17,13,4,24,2,23,7,5
Dharwad,Rape,2023,36,25,11,2,30,4,13,23,2
Bengaluru Rural,Murder,2023,7,3,4,0,4,3,5,2,0
Raichur,Theft,2023,144,80,64,7,86,51,88,56,25
Gadag,Cyber Crime,2023,62,39,23,5,43,14,23,39,2
Ballari,Theft,2023,143,64,79,8,101,34,122,21,55
Bagalkot,Domestic Violence,2023,65,37,28,2,54,9,17,48,0
Gadag,Kidnapping,2023,9,3,6,0,7,2,2,7,0
Bagalkot,Domestic Violence,2023,60,36,24,11,45,4,22,38,6
Bidar,Rape,2023,34,20,14,3,28,3,10,24,1
Haveri,Cyber Crime,2023,57,23,34,2,44,11,38,19,5
Kolar,Cheating,2023,75,45,30,6,48,21,23,52,5
Udupi,Molestation,2023,16,8,8,2,10,4,12,4,4
Hassan,Domestic Violence,2023,50,20,30,9,38,3,39,11,4
Shimoga,Rape,2023,30,18,12,3,24,3,13,17,0
Ramanagara,Dowry Death,2023,8,2,6,1,6,1,2,6,0
RuralAreaX,Rape,2023,43,23,20,4,30,9,17,26,5
Vijayanagar,Rape,2023,31,17,14,4,22,5,9,22,1
Bengaluru Urban,Robbery,2023,7,3,4,0,5,2,3,4,0
Uttara Kannada,Dowry Death,2023,3,1,2,0,2,1,1,2,0
Yadgir,Cyber Crime,2023,72,34,38,13,55,4,63,9,21
Mangaluru,Domestic Violence,2023,81,48,33,13,64,4,54,27,18
Chitradurga,Cheating,2023,95,54,41,4,80,11,83,12,28
Hubballi,Rape,2023,42,15,27,5,28,9,32,10,2
RuralAreaX,Rape,2023,37,15,22,4,25,8,15,22,0
Uttara Kannada,Rape,2023,29,15,14,4,20,5,9,20,1
Chamarajanagar2,Theft,2023,148,84,64,26,89,33,70,78,6
Chamarajanagar2,Domestic Violence,2023,64,34,30,11,44,9,20,44,5
Chitradurga,Molestation,2023,21,9,12,2,13,6,5,16,0
Tumakuru,Robbery,2023,9,5,4,1,6,2,7,2,2
Udupi,Domestic Violence,2023,72,32,40,4,50,18,27,45,4
Raichur,Domestic Violence,2023,90,56,34,9,71,10,42,48,7
Shivamogga,Kidnapping,2023,6,2,4,0,3,3,2,4,0
Chamarajanagar2,Molestation,2023,23,11,12,3,16,4,5,18,2
Chamarajanagar2,Dowry Death,2023,4,2,2,0,3,1,2,2,0
Chitradurga,Domestic Violence,2023,61,41,20,5,43,13,19,42,4
Shimoga,Cheating,2023,95,38,57,8,71,16,45,50,21
Kodagu,Dowry Death,2023,4,1,3,0,2,2,2,2,0
Haveri,Cheating,2023,83,33,50,14,68,1,67,16,20
Udupi,Rape,2023,45,28,17,7,30,8,23,22,7
Koppal,Murder,2023,0,0,0,0,0,0,0,0,0
Uttara Kannada,Molestation,2023,25,7,18,2,19,4,11,14,3
Mandya,Kidnapping,2023,8,3,5,1,5,2,2,6,0
Bidar,Kidnapping,2023,6,3,3,0,4,2,3,3,1
Chikkaballapura,Murder,2023,2,1,1,0,1,1,0,2,0
Ballari,Murder,2023,2,0,2,0,1,1,0,2,0
Koppal,Kidnapping,2023,7,3,4,0,4,3,5,2,2
Chamarajanagar,Molestation,2023,28,18,10,1,18,9,20,8,8
Belagavi,Theft,2023,187,87,100,10,148,29,167,20,42
Hassan,Murder,2023,11,3,8,1,6,4,5,6,0
Udupi,Robbery,2023,19,12,7,2,13,4,17,2,7
Davangere,Murder,2023,8,5,3,0,6,2,5,3,0
Mangaluru,Cheating,2023,84,55,29,3,70,11,31,53,5
Bidar,Molestation,2023,22,9,13,0,15,7,19,3,2
Kodagu,Theft,2023,121,69,52,22,101,0,62,59,15
Shivamogga,Robbery,2023,17,11,6,1,11,5,7,10,2
Chikkamagaluru,Molestation,2023,27,11,16,1,22,4,10,17,3
Hassan,Murder,2023,0,0,0,0,0,0,0,0,0
Uttara Kannada,Theft,2023,113,66,47,19,71,23,68,45,17
Hubballi,Dowry Death,2023,3,1,2,0,2,1,1,2,0
Kolar,Cyber Crime,2023,47,19,28,9,36,2,24,23,4
Mysuru,Rape,2023,45,15,30,3,30,12,25,20,4
Mangaluru,Molestation,2023,28,18,10,2,21,5,9,19,4
Shivamogga,Molestation,2023,22,10,12,2,18,2,6,16,2
Mangaluru,Cyber Crime,2023,75,41,34,14,48,13,25,50,8
Bengaluru Rural,Robbery,2023,15,10,5,2,9,4,4,11,1
Chikkamagaluru,Domestic Violence,2023,62,30,32,5,41,16,44,18,19
Mandya,Domestic Violence,2023,81,46,35,7,49,25,25,56,7
Gadag,Murder,2023,10,3,7,1,6,3,7,3,1
Chitradurga,Domestic Violence,2023,60,34,26,8,50,2,50,10,14
Yadgir,Murder,2023,1,0,1,0,0,1,0,1,0
Davangere,Cyber Crime,2023,63,26,37,3,41,19,53,10,23
Gadag,Cheating,2023,57,31,26,3,36,18,14,43,3
Chitradurga,Rape,2023,21,11,10,1,12,8,17,4,6
Shivamogga,Kidnapping,2023,2,1,1,0,1,1,1,1,0
Vijayapura,Theft,2023,125,49,76,21,106,0,78,47,22
Chikkamagaluru,Robbery,2023,17,7,10,1,11,5,8,9,0
Koppal,Cyber Crime,2023,60,20,40,11,50,0,42,18,13
Kodagu,Domestic Violence,2023,103,69,34,14,79,10,54,49,17
Ballari,Kidnapping,2023,3,0,3,0,2,1,1,2,0
Chamarajanagar,Murder,2023,9,3,6,1,6,2,3,6,0
Bengaluru Urban,Robbery,2023,12,8,4,1,7,4,9,3,3
Chikkamagaluru,Cheating,2023,96,49,47,8,79,9,33,63,11
Mandya,Murder,2023,8,3,5,1,5,2,5,3,0
Kalaburagi,Murder,2023,3,0,3,0,2,1,1,2,0
Mandya,Murder,2023,1,0,1,0,0,1,0,1,0
Belagavi,Domestic Violence,2023,85,44,41,9,65,11,76,9,30
Kodagu,Dowry Death,2023,8,2,6,0,5,3,3,5,0
Chikkamagaluru,Cheating,2023,73,50,23,9,55,9,40,33,11
Kalaburagi,Murder,2023,9,3,6,0,7,2,6,3,0
Ramanagara,Murder,2023,5,3,2,0,3,2,2,3,0
Ballari,Rape,2023,35,12,23,1,25,9,25,10,6
Shivamogga,Kidnapping,2023,4,2,2,0,2,2,1,3,0
Kolar,Murder,2023,7,4,3,0,4,3,4,3,0
Kalaburagi,Cheating,2023,79,28,51,4,63,12,25,54,9
Vijayanagar,Cyber Crime,2023,58,19,39,3,45,10,33,25,4
Kolar,Murder,2023,4,2,2,0,2,2,3,1,0
Hubballi,Dowry Death,2023,5,3,2,0,3,2,3,2,1
Mangaluru,Dowry Death,2023,6,3,3,1,4,1,2,4,0
Ballari,Kidnapping,2023,3,1,2,0,2,1,2,1,0
Vijayanagar,Murder,2023,5,1,4,0,3,2,2,3,0
Davangere,Cyber Crime,2023,75,29,46,10,47,18,46,29,10
Bengaluru Urban,Molestation,2023,26,8,18,4,19,3,8,18,3
Hubballi,Theft,2023,135,54,81,22,99,14,55,80,7
Mysuru,Murder,2023,5,2,3,0,3,2,3,2,0
Davangere,Rape,2023,31,21,10,6,21,4,12,19,5
Chamarajanagar2,Murder,2023,1,0,1,0,0,1,0,1,0
Yadgir,Cheating,2023,141,86,55,4,104,33,54,87,26
Kodagu,Rape,2023,42,22,20,6,32,4,21,21,10
Mysuru,Dowry Death,2023,7,4,3,0,4,3,2,5,0
Ballari,Dowry Death,2023,3,1,2,0,2,1,2,1,0
Kodagu,Cyber Crime,2023,86,57,29,11,54,21,30,56,5
Kodagu,Murder,2023,6,2,4,1,3,2,4,2,0
Kodagu,Robbery,2023,25,8,17,1,21,3,8,17,2
Bengaluru Rural,Molestation,2023,26,9,17,4,20,2,8,18,2
Bengaluru Rural,Theft,2023,109,75,34,19,78,12,70,39,7
Hassan,Kidnapping,2023,6,3,3,0,4,2,3,3,0
Dharwad,Kidnapping,2023,7,4,3,0,4,3,5,2,2
Kodagu,Theft,2023,157,104,53,20,103,34,90,67,8
Raichur,Murder,2023,6,2,4,0,4,2,5,1,1
Tumakuru,Kidnapping,2023,6,2,4,1,4,1,4,2,1
Bengaluru Rural,Cheating,2023,78,51,27,15,59,4,30,48,6
Bagalkot,Dowry Death,2023,7,4,3,1,5,1,3,4,1
Shivamogga,Theft,2023,130,71,59,16,102,12,100,30,14
Chikkaballapura,Theft,2023,112,41,71,18,75,19,89,23,11
Ramanagara,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Chikkaballapura,Cheating,2023,85,44,41,9,53,23,74,11,33
Haveri,Dowry Death,2023,7,3,4,1,5,1,2,5,0
Chitradurga,Robbery,2023,15,8,7,2,9,4,11,4,3
Chitradurga,Dowry Death,2023,12,5,7,0,9,3,8,4,1
Haveri,Molestation,2023,29,17,12,2,21,6,25,4,9
Shimoga,Domestic Violence,2023,64,26,38,4,48,12,28,36,10
Mysuru,Cheating,2023,94,31,63,12,69,13,51,43,8
RuralAreaX,Domestic Violence,2023,69,21,48,4,54,11,46,23,11
Bidar,Dowry Death,2023,8,3,5,1,6,1,5,3,1
Gadag,Cheating,2023,101,32,69,18,63,20,36,65,7
Chamarajanagar2,Rape,2023,46,17,29,1,32,13,31,15,8
Mangaluru,Murder,2023,9,5,4,0,6,3,5,4,1
Belagavi,Molestation,2023,27,17,10,2,22,3,17,10,3
Uttara Kannada,Robbery,2023,18,7,11,0,11,7,14,4,4
Uttara Kannada,Molestation,2023,16,6,10,1,11,4,14,2,1
Chikkaballapura,Domestic Violence,2023,65,29,36,9,46,10,54,11,7
Bengaluru Rural,Kidnapping,2023,9,5,4,1,5,3,4,5,0
Raichur,Robbery,2023,16,8,8,2,12,2,12,4,4
Chitradurga,Robbery,2023,5,3,2,0,4,1,2,3,0
Kodagu,Cheating,2023,93,39,54,18,64,11,76,17,18
Yadgir,Rape,2023,34,19,15,2,21,11,14,20,1
Vijayapura,Cheating,2023,65,41,24,5,50,10,51,14,17
Gadag,Cheating,2023,86,55,31,3,64,19,22,64,10
Bengaluru Urban,Cyber Crime,2023,50,34,16,9,32,9,16,34,4
Koppal,Cyber Crime,2023,45,22,23,8,29,8,34,11,8
Dharwad,Domestic Violence,2023,67,31,36,12,45,10,46,21,21
Bengaluru Urban,Kidnapping,2023,13,6,7,1,9,3,9,4,3
Kodagu,Rape,2023,34,21,13,6,25,3,19,15,2
Davangere,Theft,2023,113,43,70,3,84,26,42,71,6
Chitradurga,Rape,2023,40,26,14,7,27,6,35,5,3
Kalaburagi,Cyber Crime,2023,43,16,27,5,29,9,15,28,3
Vijayapura,Cheating,2023,74,29,45,13,59,2,46,28,19
Gadag,Murder,2023,0,0,0,0,0,0,0,0,0
Gadag,Dowry Death,2023,1,0,1,0,0,1,0,1,0
Belagavi,Domestic Violence,2023,112,68,44,16,76,20,65,47,7
Bengaluru Urban,Dowry Death,2023,4,2,2,0,3,1,2,2,0
Chikkamagaluru,Dowry Death,2023,5,2,3,0,4,1,3,2,1
Bidar,Dowry Death,2023,11,7,4,0,7,4,8,3,2
Chamarajanagar,Kidnapping,2023,6,2,4,0,4,2,5,1,0
Chikkamagaluru,Cyber Crime,2023,61,37,24,8,48,5,19,42,9
Kalaburagi,Cyber Crime,2023,62,21,41,7,46,9,53,9,12
Ramanagara,Robbery,2023,15,8,7,1,9,5,9,6,3
Chikkaballapura,Robbery,2023,21,14,7,2,13,6,8,13,2
Davangere,Molestation,2023,14,5,9,1,9,4,4,10,0
Chikkaballapura,Cyber Crime,2023,55,25,30,8,41,6,48,7,6
Vijayanagar,Rape,2023,37,18,19,1,27,9,16,21,5
Shivamogga,Theft,2023,102,34,68,3,61,38,35,67,16
Mandya,Cyber Crime,2023,62,36,26,10,43,9,45,17,16
Mysuru,Cyber Crime,2023,64,21,43,5,43,16,36,28,15
Chikkamagaluru,Molestation,2023,22,6,16,1,14,7,8,14,2
Kalaburagi,Dowry Death,2023,7,3,4,0,4,3,1,6,0
Chitradurga,Kidnapping,2023,5,3,2,0,3,2,4,1,1
Shivamogga,Theft,2023,115,72,43,7,91,17,65,50,22
Haveri,Molestation,2023,19,9,10,2,13,4,7,12,0
Chamarajanagar2,Robbery,2023,8,4,4,0,5,3,5,3,2
Dharwad,Molestation,2023,13,5,8,1,10,2,4,9,0
Shivamogga,Kidnapping,2023,5,3,2,0,3,2,2,3,0
Hubballi,Robbery,2023,15,6,9,1,10,4,6,9,2
Chamarajanagar,Robbery,2023,26,10,16,2,21,3,13,13,3
Kolar,Domestic Violence,2023,73,36,37,7,57,9,57,16,19
Chamarajanagar,Dowry Death,2023,2,1,1,0,1,1,1,1,0
Gadag,Cyber Crime,2023,58,27,31,6,39,13,27,31,1
Chamarajanagar2,Murder,2023,3,0,3,0,2,1,1,2,0
Bidar,Cyber Crime,2023,57,17,40,9,46,2,30,27,8
Gadag,Cheating,2023,85,28,57,3,67,15,63,22,28
Vijayanagar,Kidnapping,2023,8,4,4,0,5,3,3,5,0
Hubballi,Cheating,2023,99,52,47,18,66,15,83,16,11
RuralAreaX,Domestic Violence,2023,54,33,21,10,34,10,46,8,3
Vijayapura,Cyber Crime,2023,42,13,29,2,31,9,30,12,8
Yadgir,Theft,2023,121,74,47,22,85,14,99,22,20
Bidar,Robbery,2023,11,6,5,2,9,0,4,7,0
Shivamogga,Kidnapping,2023,3,2,1,0,2,1,2,1,0
Kolar,Dowry Death,2023,4,2,2,0,2,2,2,2,0
Raichur,Domestic Violence,2023,86,52,34,5,61,20,22,64,2
Kalaburagi,Cheating,2023,87,39,48,6,54,27,71,16,33
Bagalkot,Domestic Violence,2023,63,33,30,5,53,5,46,17,15
Shimoga,Rape,2023,53,25,28,10,39,4,40,13,18
Ramanagara,Kidnapping,2023,3,1,2,0,1,2,1,2,0
Uttara Kannada,Domestic Violence,2023,68,28,40,5,46,17,54,14,12
Chamarajanagar2,Murder,2023,0,0,0,0,0,0,0,0,0
Ballari,Domestic Violence,2023,101,67,34,5,69,27,82,19,39
Yadgir,Domestic Violence,2023,93,58,35,17,73,3,46,47,14
Haveri,Cheating,2023,109,36,73,12,89,8,44,65,16
Ramanagara,Murder,2023,6,3,3,1,4,1,3,3,0
Chamarajanagar2,Rape,2023,38,25,13,1,31,6,17,21,2
Kodagu,Molestation,2023,28,17,11,5,18,5,7,21,1
Davangere,Dowry Death,2023,7,2,5,0,5,2,3,4,1
Chitradurga,Rape,2023,31,17,14,5,20,6,25,6,12
Gadag,Dowry Death,2023,5,1,4,0,4,1,4,1,1
Chikkamagaluru,Domestic Violence,2023,85,46,39,7,66,12,61,24,5
Kalaburagi,Murder,2023,6,2,4,0,4,2,5,1,1
Yadgir,Molestation,2023,25,14,11,2,20,3,17,8,6
Haveri,Murder,2023,6,2,4,0,4,2,1,5,0
Haveri,Rape,2023,27,10,17,1,18,8,7,20,0
Dharwad,Cheating,2023,85,36,49,13,69,3,51,34,23
Bengaluru Rural,Cheating,2023,77,36,41,2,59,16,59,18,9
Shimoga,Domestic Violence,2023,70,27,43,7,46,17,59,11,14
