District,Crime_Type,Year,Total_Cases,Male_Victims,Female_Victims,Victims_Under18,Victims_18to45,Victims_Above45,Arrests_Made,Pending_Cases,Convictions
RuralAreaX,Kidnapping,2024,3,1,2,0,2,1,1,2,0
Shivamogga,Domestic Violence,2024,91,32,59,3,72,16,51,40,10
Shivamogga,Theft,2024,121,46,75,17,100,4,40,81,6
Udupi,Cheating,2024,99,61,38,8,60,31,66,33,10
Chamarajanagar,Robbery,2024,30,18,12,3,21,6,13,17,4
Tumakuru,Rape,2024,31,21,10,3,19,9,18,13,3
Davangere,Domestic Violence,2024,84,57,27,7,64,13,50,34,3
Davangere,Murder,2024,7,2,5,1,5,1,2,5,0
Ramanagara,Molestation,2024,21,13,8,1,13,7,17,4,4
Tumakuru,Molestation,2024,30,19,11,3,20,7,25,5,7
Ramanagara,Theft,2024,105,56,49,14,65,26,32,73,3
Mysuru,Cheating,2024,59,26,33,6,43,10,16,43,2
Shivamogga,Theft,2024,102,60,42,4,74,24,83,19,18
Shimoga,Domestic Violence,2024,80,41,39,8,62,10,66,14,14
Bengaluru Urban,Molestation,2024,13,4,9,1,10,2,8,5,3
Chikkamagaluru,Cyber Crime,2024,53,36,17,4,38,11,25,28,4
Shimoga,Murder,2024,9,2,7,1,5,3,5,4,0
Tumakuru,Cyber Crime,2024,52,16,36,2,34,16,36,16,2
RuralAreaX,Cheating,2024,107,74,33,18,76,13,49,58,14
Bengaluru Urban,Murder,2024,5,2,3,0,3,2,4,1,0
Vijayanagar,Murder,2024,5,3,2,0,3,2,1,4,0
Chikkamagaluru,Murder,2024,5,3,2,0,3,2,3,2,0
Hubballi,Theft,2024,132,68,64,20,106,6,40,92,8
Mandya,Molestation,2024,27,17,10,1,18,8,15,12,4
Bengaluru Urban,Molestation,2024,20,8,12,0,12,8,6,14,2
Shimoga,Robbery,2024,15,9,6,0,9,6,5,10,1
Vijayanagar,Murder,2024,2,0,2,0,1,1,0,2,0
Uttara Kannada,Cyber Crime,2024,48,16,32,9,29,10,32,16,14
Chikkamagaluru,Molestation,2024,22,11,11,2,14,6,6,16,2
Gadag,Cyber Crime,2024,59,18,41,8,41,10,19,40,6
Uttara Kannada,Cheating,2024,66,40,26,9,46,11,31,35,13
Bagalkot,Kidnapping,2024,7,2,5,0,5,2,5,2,1
Dharwad,Murder,2024,1,0,1,0,0,1,0,1,0
Uttara Kannada,Molestation,2024,17,7,10,1,11,5,12,5,3
Davangere,Cyber Crime,2024,66,33,33,7,44,15,23,43,5
Belagavi,Theft,2024,124,82,42,18,84,22,69,55,11
Vijayapura,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Mysuru,Kidnapping,2024,4,1,3,0,2,2,2,2,0
Mangaluru,Domestic Violence,2024,77,46,31,5,64,8,28,49,2
RuralAreaX,Theft,2024,118,45,73,22,76,20,77,41,21
Hubballi,Kidnapping,2024,6,2,4,0,4,2,3,3,0
Mysuru,Theft,2024,118,57,61,13,86,19,32,86,2
Bagalkot,Kidnapping,2024,6,2,4,0,4,2,4,2,0
Hassan,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Shimoga,Murder,2024,9,4,5,1,7,1,7,2,1
Uttara Kannada,Robbery,2024,9,4,5,1,7,1,7,2,3
Belagavi,Murder,2024,5,2,3,0,4,1,2,3,0
Haveri,Cheating,2024,121,55,66,12,81,28,69,52,14
RuralAreaX,Cyber Crime,2024,49,29,20,7,35,7,28,21,9
Bengaluru Urban,Robbery,2024,21,6,15,3,12,6,17,4,2
Ballari,Molestation,2024,21,13,8,3,14,4,6,15,2
Belagavi,Cyber Crime,2024,77,36,41,4,49,24,41,36,12
Kodagu,Rape,2024,53,29,24,5,43,5,43,10,19
Bengaluru Urban,Dowry Death,2024,6,2,4,0,4,2,3,3,0
Hubballi,Rape,2024,32,12,20,3,23,6,22,10,6
Belagavi,Kidnapping,2024,5,2,3,0,3,2,1,4,0
Chamarajanagar2,Murder,2024,3,2,1,0,1,2,1,2,0
Chikkamagaluru,Domestic Violence,2024,82,29,53,13,64,5,43,39,21
Ballari,Murder,2024,7,3,4,0,5,2,4,3,0
Haveri,Domestic Violence,2024,74,29,45,5,55,14,49,25,11
Uttara Kannada,Domestic Violence,2024,74,37,37,6,52,16,18,56,0
Chikkaballapura,Cheating,2024,103,50,53,8,74,21,88,15,33
Chikkaballapura,Domestic Violence,2024,64,38,26,6,39,19,37,27,11
Vijayapura,Rape,2024,25,8,17,3,19,3,21,4,1
Vijayapura,Theft,2024,87,32,55,10,61,16,49,38,4
Chitradurga,Dowry Death,2024,4,1,3,0,2,2,2,2,0
Mandya,Cyber Crime,2024,53,34,19,7,33,13,18,35,6
Ballari,Cyber Crime,2024,54,34,20,7,38,9,41,13,6
Bengaluru Urban,Cheating,2024,86,52,34,4,71,11,30,56,2
Hassan,Kidnapping,2024,4,1,3,0,2,2,1,3,0
Mysuru,Robbery,2024,10,4,6,1,6,3,6,4,1
Dharwad,Molestation,2024,19,8,11,2,12,5,8,11,1
Shimoga,Robbery,2024,18,7,11,2,14,2,11,7,3
Kalaburagi,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Bidar,Domestic Violence,2024,69,40,29,8,56,5,51,18,6
Vijayapura,Cheating,2024,75,31,44,13,49,13,39,36,9
RuralAreaX,Cyber Crime,2024,62,34,28,7,42,13,20,42,8
Mysuru,Rape,2024,27,14,13,2,16,9,21,6,8
Ballari,Dowry Death,2024,8,4,4,0,6,2,4,4,1
Yadgir,Rape,2024,29,16,13,4,22,3,20,9,5
Tumakuru,Dowry Death,2024,10,5,5,1,6,3,5,5,0
RuralAreaX,Theft,2024,166,98,68,19,131,16,43,123,9
Raichur,Theft,2024,147,68,79,12,93,42,54,93,16
Mangaluru,Murder,2024,9,4,5,1,6,2,3,6,0
Gadag,Kidnapping,2024,0,0,0,0,0,0,0,0,0
Bengaluru Urban,Domestic Violence,2024,68,26,42,6,46,16,41,27,3
Ballari,Kidnapping,2024,7,2,5,1,4,2,6,1,0
RuralAreaX,Rape,2024,38,13,25,1,29,8,27,11,6
Kalaburagi,Molestation,2024,22,13,9,4,14,4,11,11,4
Tumakuru,Domestic Violence,2024,75,26,49,13,59,3,64,11,17
Bengaluru Urban,Dowry Death,2024,3,1,2,0,2,1,1,2,0
Vijayanagar,Domestic Violence,2024,79,38,41,7,59,13,65,14,9
Hubballi,Cyber Crime,2024,78,37,41,14,64,0,63,15,30
Chamarajanagar2,Murder,2024,4,2,2,0,2,2,3,1,0
Tumakuru,Domestic Violence,2024,82,38,44,11,52,19,51,31,14
Mangaluru,Theft,2024,161,53,108,7,135,19,131,30,24
Chitradurga,Kidnapping,2024,6,3,3,0,3,3,4,2,0
Chikkamagaluru,Domestic Violence,2024,71,31,40,4,44,23,60,11,12
Udupi,Domestic Violence,2024,100,36,64,5,61,34,77,23,12
Mangaluru,Cheating,2024,93,62,31,13,65,15,78,15,26
Mangaluru,Domestic Violence,2024,65,25,40,6,49,10,58,7,13
Bagalkot,Murder,2024,6,2,4,0,3,3,3,3,0
Kodagu,Dowry Death,2024,11,7,4,1,6,4,3,8,0
Haveri,Kidnapping,2024,0,0,0,0,0,0,0,0,0
Koppal,Molestation,2024,19,10,9,3,15,1,9,10,2
Vijayanagar,Kidnapping,2024,0,0,0,0,0,0,0,0,0
Uttara Kannada,Rape,2024,37,24,13,3,28,6,30,7,12
Chikkamagaluru,Theft,2024,104,38,66,6,86,12,58,46,7
Davangere,Robbery,2024,11,4,7,1,7,3,5,6,2
Belagavi,Molestation,2024,32,12,20,5,19,8,28,4,12
Shivamogga,Dowry Death,2024,7,2,5,0,5,2,2,5,0
Kodagu,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Vijayanagar,Domestic Violence,2024,80,48,32,2,62,16,30,50,8
Udupi,Murder,2024,6,2,4,0,4,2,1,5,0
Mangaluru,Robbery,2024,13,8,5,2,9,2,9,4,0
Chikkamagaluru,Domestic Violence,2024,69,29,40,2,56,11,36,33,8
RuralAreaX,Cheating,2024,101,33,68,4,84,13,50,51,15
Dharwad,Cyber Crime,2024,60,22,38,3,36,21,37,23,12
Kodagu,Dowry Death,2024,4,2,2,0,3,1,1,3,0
Bidar,Theft,2024,108,61,47,18,65,25,81,27,32
Kalaburagi,Robbery,2024,14,6,8,2,11,1,7,7,0
Bidar,Molestation,2024,18,12,6,1,13,4,11,7,4
Uttara Kannada,Domestic Violence,2024,57,36,21,2,34,21,28,29,2
Ballari,Domestic Violence,2024,84,26,58,15,63,6,45,39,14
Ramanagara,Murder,2024,4,2,2,0,3,1,3,1,0
Chamarajanagar,Domestic Violence,2024,72,46,26,3,43,26,50,22,7
Hassan,Cyber Crime,2024,67,22,45,3,46,18,19,48,3
Chikkaballapura,Cyber Crime,2024,54,27,27,9,33,12,15,39,1
Chikkaballapura,Molestation,2024,21,8,13,2,15,4,13,8,5
Kodagu,Robbery,2024,13,4,9,1,7,5,4,9,0
Mangaluru,Cyber Crime,2024,87,52,35,3,53,31,34,53,15
Vijayapura,Cheating,2024,75,23,52,9,45,21,24,51,3
Bengaluru Urban,Robbery,2024,20,7,13,1,12,7,17,3,7
Bengaluru Rural,Molestation,2024,7,2,5,0,5,2,4,3,1
Kalaburagi,Dowry Death,2024,10,5,5,1,6,3,8,2,2
Shimoga,Rape,2024,31,18,13,1,22,8,11,20,5
Davangere,Theft,2024,121,64,57,13,84,24,77,44,12
Bengaluru Urban,Domestic Violence,2024,62,18,44,3,42,17,41,21,2
Kolar,Cyber Crime,2024,59,31,28,1,38,20,51,8,24
Bengaluru Urban,Domestic Violence,2024,79,25,54,6,53,20,59,20,21
Belagavi,Molestation,2024,28,18,10,2,18,8,13,15,4
Chikkaballapura,Domestic Violence,2024,74,34,40,9,47,18,64,10,30
Mangaluru,Domestic Violence,2024,53,30,23,3,33,17,47,6,14
Uttara Kannada,Domestic Violence,2024,46,27,19,7,35,4,39,7,5
Bengaluru Urban,Robbery,2024,8,2,6,1,6,1,2,6,0
Chamarajanagar,Robbery,2024,23,11,12,3,17,3,17,6,2
Ballari,Molestation,2024,26,13,13,1,21,4,15,11,5
Kodagu,Rape,2024,39,26,13,5,27,7,24,15,9
Uttara Kannada,Domestic Violence,2024,49,33,16,8,37,4,27,22,4
Vijayapura,Theft,2024,121,75,46,7,99,15,57,64,23
Hubballi,Cyber Crime,2024,80,53,27,11,60,9,49,31,10
Chikkamagaluru,Molestation,2024,20,8,12,2,14,4,14,6,3
Kodagu,Robbery,2024,18,5,13,1,11,6,8,10,2
Chikkaballapura,Domestic Violence,2024,61,21,40,7,44,10,39,22,10
Chikkamagaluru,Murder,2024,6,3,3,0,5,1,2,4,0
Bagalkot,Cyber Crime,2024,56,26,30,4,36,16,32,24,8
Bidar,Cyber Crime,2024,63,22,41,8,47,8,48,15,3
RuralAreaX,Cyber Crime,2024,72,21,51,2,53,17,49,23,12
Vijayanagar,Kidnapping,2024,6,2,4,1,3,2,1,5,0
Yadgir,Domestic Violence,2024,102,53,49,3,75,24,26,76,10
Chikkaballapura,Robbery,2024,24,7,17,1,20,3,20,4,8
Chikkaballapura,Dowry Death,2024,5,2,3,0,3,2,3,2,1
Raichur,Rape,2024,45,22,23,3,36,6,28,17,1
Vijayapura,Rape,2024,24,7,17,1,18,5,17,7,6
Ramanagara,Cyber Crime,2024,81,49,32,5,51,25,53,28,3
Vijayanagar,Molestation,2024,36,14,22,6,22,8,20,16,3
Davangere,Dowry Death,2024,12,6,6,1,9,2,9,3,1
Koppal,Dowry Death,2024,14,7,7,1,11,2,4,10,1
Mysuru,Cyber Crime,2024,60,25,35,4,37,19,29,31,3
Mysuru,Cyber Crime,2024,49,18,31,3,32,14,29,20,10
Uttara Kannada,Rape,2024,30,12,18,2,23,5,11,19,4
Chamarajanagar2,Dowry Death,2024,9,3,6,1,5,3,2,7,0
Chikkaballapura,Robbery,2024,11,5,6,1,6,4,4,7,0
Koppal,Cheating,2024,82,36,46,10,57,15,45,37,3
Raichur,Murder,2024,3,1,2,0,1,2,1,2,0
Shimoga,Robbery,2024,11,6,5,0,7,4,7,4,3
Kolar,Robbery,2024,11,3,8,1,8,2,7,4,1
RuralAreaX,Dowry Death,2024,3,1,2,0,2,1,1,2,0
Mandya,Cheating,2024,94,40,54,18,70,6,41,53,3
Chamarajanagar,Domestic Violence,2024,85,48,37,2,65,18,22,63,7
Chamarajanagar,Murder,2024,3,1,2,0,1,2,2,1,0
Belagavi,Theft,2024,154,64,90,21,104,29,132,22,32
Hubballi,Rape,2024,40,20,20,3,30,7,23,17,2
Kolar,Robbery,2024,14,9,5,0,8,6,9,5,2
Chamarajanagar,Robbery,2024,14,7,7,2,8,4,10,4,3
Bengaluru Rural,Theft,2024,113,50,63,11,80,22,66,47,29
Mysuru,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Vijayapura,Theft,2024,104,61,43,17,71,16,80,24,4
Chikkamagaluru,Cheating,2024,80,34,46,9,62,9,52,28,7
Chikkamagaluru,Dowry Death,2024,7,2,5,0,5,2,3,4,0
Vijayanagar,Theft,2024,152,81,71,13,128,11,90,62,25
Yadgir,Robbery,2024,13,7,6,1,9,3,8,5,2
Belagavi,Domestic Violence,2024,93,46,47,5,77,11,68,25,17
Chamarajanagar,Murder,2024,6,2,4,0,3,3,4,2,0
Shimoga,Theft,2024,112,39,73,13,85,14,84,28,24
Uttara Kannada,Molestation,2024,19,10,9,1,11,7,15,4,1
Chikkaballapura,Rape,2024,31,9,22,1,21,9,21,10,8
Bengaluru Urban,Dowry Death,2024,1,0,1,0,0,1,0,1,0
Bidar,Murder,2024,8,5,3,1,5,2,3,5,1
Dharwad,Domestic Violence,2024,67,38,29,8,44,15,30,37,7
Hubballi,Cheating,2024,84,39,45,4,66,14,40,44,5
Kodagu,Dowry Death,2024,9,4,5,0,6,3,2,7,0
Vijayapura,Molestation,2024,27,18,9,5,17,5,16,11,2
Koppal,Kidnapping,2024,8,3,5,1,5,2,2,6,0
Mandya,Cheating,2024,87,34,53,6,52,29,40,47,14
Haveri,Cheating,2024,99,51,48,6,82,11,60,39,28
Kodagu,Rape,2024,47,17,30,5,34,8,24,23,8
Udupi,Kidnapping,2024,3,0,3,0,2,1,1,2,0
Chitradurga,Rape,2024,40,21,19,3,26,11,33,7,7
Ballari,Molestation,2024,28,10,18,4,19,5,23,5,2
Bagalkot,Cyber Crime,2024,52,35,17,10,37,5,43,9,12
Kodagu,Kidnapping,2024,5,1,4,0,3,2,1,4,0
RuralAreaX,Kidnapping,2024,4,1,3,0,3,1,3,1,0
Tumakuru,Cheating,2024,78,36,42,11,56,11,46,32,8
Ballari,Kidnapping,2024,3,1,2,0,2,1,2,1,0
Koppal,Molestation,2024,21,7,14,2,15,4,15,6,1
Mysuru,Rape,2024,46,22,24,2,31,13,31,15,7
Kalaburagi,Murder,2024,2,1,1,0,1,1,1,1,0
Uttara Kannada,Cyber Crime,2024,38,13,25,5,24,9,25,13,11
Hubballi,Theft,2024,132,54,78,20,100,12,71,61,27
Ramanagara,Molestation,2024,27,12,15,2,19,6,18,9,4
Chikkamagaluru,Cheating,2024,82,34,48,11,67,4,32,50,12
Shimoga,Robbery,2024,12,8,4,2,7,3,3,9,0
Shivamogga,Rape,2024,30,16,14,5,23,2,23,7,5
Udupi,Kidnapping,2024,5,3,2,0,3,2,3,2,1
Chitradurga,Rape,2024,34,14,20,4,28,2,21,13,9
Raichur,Molestation,2024,27,15,12,4,19,4,8,19,1
Kodagu,Dowry Death,2024,7,3,4,1,5,1,2,5,0
Bagalkot,Rape,2024,19,8,11,1,15,3,12,7,2
Mangaluru,Rape,2024,37,21,16,3,28,6,12,25,5
Vijayanagar,Domestic Violence,2024,89,38,51,4,73,12,36,53,2
Chitradurga,Dowry Death,2024,2,0,2,0,1,1,1,1,0
Kodagu,Robbery,2024,17,10,7,1,10,6,14,3,4
Mysuru,Cheating,2024,113,52,61,6,85,22,41,72,9
Raichur,Kidnapping,2024,3,1,2,0,2,1,2,1,0
Chikkaballapura,Dowry Death,2024,4,2,2,0,2,2,2,2,0
Tumakuru,Domestic Violence,2024,64,27,37,6,52,6,18,46,6
Kolar,Domestic Violence,2024,77,40,37,12,51,14,26,51,12
Chitradurga,Theft,2024,94,52,42,15,65,14,46,48,6
Uttara Kannada,Murder,2024,3,1,2,0,1,2,2,1,0
Vijayapura,Theft,2024,90,53,37,11,70,9,50,40,15
Chitradurga,Domestic Violence,2024,56,34,22,3,36,17,43,13,6
Hubballi,Rape,2024,43,19,24,8,33,2,31,12,3
Tumakuru,Dowry Death,2024,4,2,2,0,2,2,2,2,0
Yadgir,Robbery,2024,16,5,11,1,10,5,6,10,0
Ballari,Kidnapping,2024,8,3,5,0,5,3,5,3,1
Gadag,Rape,2024,45,20,25,2,29,14,27,18,6
Bidar,Theft,2024,131,71,60,23,93,15,79,52,28
Belagavi,Dowry Death,2024,9,5,4,1,7,1,7,2,0
Kolar,Robbery,2024,20,6,14,3,15,2,11,9,3
Haveri,Rape,2024,45,20,25,8,33,4,16,29,5
Chamarajanagar,Domestic Violence,2024,100,52,48,9,72,19,47,53,21
Mysuru,Dowry Death,2024,7,4,3,0,4,3,6,1,1
Bengaluru Rural,Kidnapping,2024,6,3,3,0,4,2,2,4,0
Ramanagara,Kidnapping,2024,2,1,1,0,1,1,1,1,0
Mysuru,Dowry Death,2024,4,1,3,0,2,2,1,3,0
Bengaluru Urban,Kidnapping,2024,4,2,2,0,2,2,2,2,0
Kolar,Murder,2024,1,0,1,0,0,1,0,1,0
Kodagu,Cyber Crime,2024,63,24,39,8,41,14,17,46,4
Mysuru,Robbery,2024,7,2,5,1,4,2,4,3,0
Mandya,Theft,2024,111,67,44,12,83,16,72,39,18
Vijayanagar,Murder,2024,5,3,2,0,3,2,2,3,0
Mangaluru,Theft,2024,139,77,62,18,97,24,66,73,5
Uttara Kannada,Kidnapping,2024,10,5,5,1,6,3,4,6,1
Vijayapura,Kidnapping,2024,6,2,4,0,4,2,1,5,0
Mangaluru,Murder,2024,0,0,0,0,0,0,0,0,0
Kolar,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Mandya,Theft,2024,106,43,63,13,73,20,81,25,9
Yadgir,Dowry Death,2024,10,6,4,1,6,3,5,5,2
Vijayanagar,Molestation,2024,22,13,9,3,15,4,12,10,4
Dharwad,Domestic Violence,2024,83,26,57,4,61,18,41,42,11
Dharwad,Domestic Violence,2024,51,24,27,7,34,10,30,21,6
Belagavi,Molestation,2024,17,11,6,0,13,4,13,4,4
Yadgir,Theft,2024,135,87,48,24,114,0,85,50,24
Bengaluru Rural,Theft,2024,103,33,70,7,80,16,59,44,13
Gadag,Rape,2024,46,22,24,5,30,11,39,7,4
Bidar,Rape,2024,25,8,17,3,19,3,6,19,2
Gadag,Cheating,2024,90,30,60,15,63,12,35,55,11
Belagavi,Dowry Death,2024,3,1,2,0,2,1,2,1,0
Kalaburagi,Molestation,2024,26,17,9,1,18,7,10,16,0
Mandya,Murder,2024,9,4,5,0,6,3,2,7,0
Ramanagara,Dowry Death,2024,7,4,3,0,5,2,3,4,0
Kodagu,Cyber Crime,2024,74,35,39,13,47,14,20,54,2
Yadgir,Dowry Death,2024,11,7,4,1,8,2,6,5,1
Raichur,Cyber Crime,2024,90,33,57,4,75,11,44,46,18
Udupi,Cheating,2024,96,62,34,11,64,21,57,39,6
Dharwad,Cyber Crime,2024,55,23,32,8,45,2,49,6,23
Hassan,Molestation,2024,15,5,10,0,12,3,6,9,0
Chamarajanagar2,Molestation,2024,31,17,14,5,23,3,22,9,2
Ballari,Robbery,2024,16,7,9,2,10,4,4,12,1
Hubballi,Kidnapping,2024,12,6,6,0,9,3,7,5,3
Udupi,Robbery,2024,14,9,5,2,10,2,8,6,1
Kalaburagi,Domestic Violence,2024,66,33,33,12,49,5,30,36,10
Chitradurga,Robbery,2024,13,6,7,1,8,4,7,6,0
Kodagu,Dowry Death,2024,3,1,2,0,2,1,1,2,0
Shimoga,Cyber Crime,2024,59,35,24,11,44,4,38,21,16
Belagavi,Rape,2024,42,15,27,4,29,9,35,7,14
Vijayanagar,Domestic Violence,2024,99,58,41,9,68,22,26,73,3
Shimoga,Cheating,2024,86,40,46,7,71,8,42,44,7
Kalaburagi,Robbery,2024,3,1,2,0,2,1,1,2,0
Ballari,Cyber Crime,2024,83,45,38,10,50,23,63,20,24
Mandya,Theft,2024,133,41,92,9,85,39,75,58,10
Kolar,Molestation,2024,27,13,14,4,22,1,20,7,2
Ramanagara,Cyber Crime,2024,58,32,26,4,40,14,32,26,2
Bidar,Murder,2024,2,0,2,0,1,1,1,1,0
Mysuru,Rape,2024,37,22,15,1,24,12,27,10,3
Kolar,Molestation,2024,25,14,11,4,20,1,13,12,0
Shivamogga,Domestic Violence,2024,66,32,34,12,40,14,35,31,9
Shivamogga,Dowry Death,2024,5,3,2,0,3,2,2,3,0
Davangere,Murder,2024,5,2,3,0,4,1,4,1,0
Belagavi,Cyber Crime,2024,95,64,31,18,67,10,74,21,30
Kodagu,Cheating,2024,101,35,66,15,76,10,83,18,34
RuralAreaX,Theft,2024,165,92,73,31,121,13,41,124,3
Dharwad,Dowry Death,2024,9,2,7,1,5,3,2,7,0
Mysuru,Cheating,2024,85,55,30,7,67,11,47,38,19
Bagalkot,Murder,2024,1,0,1,0,0,1,0,1,0
Belagavi,Kidnapping,2024,14,8,6,1,11,2,4,10,0
RuralAreaX,Kidnapping,2024,16,9,7,3,10,3,9,7,1
Vijayanagar,Robbery,2024,21,9,12,3,16,2,15,6,3
Kodagu,Kidnapping,2024,9,5,4,0,7,2,2,7,0
Haveri,Kidnapping,2024,4,2,2,0,3,1,3,1,1
Koppal,Cheating,2024,78,43,35,7,59,12,56,22,11
Chikkamagaluru,Rape,2024,47,26,21,8,32,7,33,14,6
Bengaluru Rural,Robbery,2024,8,4,4,1,5,2,3,5,0
Uttara Kannada,Theft,2024,95,29,66,4,60,31,55,40,21
Bengaluru Urban,Robbery,2024,11,7,4,2,7,2,4,7,1
Hubballi,Cheating,2024,113,60,53,8,84,21,49,64,21
Ballari,Murder,2024,0,0,0,0,0,0,0,0,0
Haveri,Rape,2024,40,18,22,2,25,13,35,5,17
Kodagu,Robbery,2024,13,7,6,1,10,2,6,7,2
Bidar,Rape,2024,35,14,21,3,23,9,26,9,7
Kolar,Murder,2024,6,2,4,0,4,2,3,3,1
Kolar,Murder,2024,0,0,0,0,0,0,0,0,0
Mysuru,Robbery,2024,18,7,11,0,11,7,15,3,5
Kolar,Theft,2024,146,71,75,8,112,26,102,44,13
Hubballi,Cyber Crime,2024,65,31,34,9,45,11,43,22,12
Koppal,Cheating,2024,74,46,28,3,51,20,24,50,4
Koppal,Robbery,2024,17,7,10,1,13,3,15,2,6
Vijayapura,Rape,2024,37,20,17,1,23,13,31,6,8
Haveri,Murder,2024,3,1,2,0,2,1,1,2,0
Davangere,Murder,2024,10,4,6,0,8,2,5,5,1
Davangere,Cheating,2024,112,40,72,8,85,19,58,54,19
Mysuru,Cheating,2024,90,46,44,11,57,22,65,25,21
Gadag,Cyber Crime,2024,63,29,34,10,48,5,30,33,14
Bengaluru Urban,Cheating,2024,75,24,51,10,58,7,48,27,13
Koppal,Rape,2024,42,15,27,5,25,12,19,23,4
Hubballi,Cheating,2024,102,52,50,17,61,24,45,57,18
Vijayanagar,Cyber Crime,2024,61,36,25,2,40,19,53,8,13
Koppal,Theft,2024,113,52,61,8,95,10,43,70,5
Mangaluru,Cheating,2024,88,33,55,15,65,8,40,48,19
Chitradurga,Theft,2024,95,45,50,16,68,11,49,46,7
Hubballi,Theft,2024,129,52,77,16,85,28,72,57,28
Shivamogga,Theft,2024,108,61,47,16,74,18,62,46,6
Kalaburagi,Rape,2024,28,9,19,5,20,3,16,12,2
Chamarajanagar2,Murder,2024,0,0,0,0,0,0,0,0,0
Gadag,Rape,2024,52,27,25,9,42,1,17,35,1
Chikkaballapura,Domestic Violence,2024,78,39,39,14,55,9,35,43,14
Mysuru,Murder,2024,2,1,1,0,1,1,0,2,0
Bagalkot,Kidnapping,2024,3,1,2,0,2,1,2,1,0
Udupi,Domestic Violence,2024,86,49,37,3,61,22,44,42,20
Vijayanagar,Robbery,2024,20,8,12,2,12,6,11,9,1
Vijayanagar,Theft,2024,132,65,67,19,98,15,94,38,26
Kolar,Theft,2024,119,53,66,21,77,21,75,44,21
Dharwad,Theft,2024,108,33,75,6,80,22,72,36,33
Bidar,Rape,2024,33,12,21,3,22,8,29,4,6
Chamarajanagar,Domestic Violence,2024,82,34,48,6,68,8,52,30,2
RuralAreaX,Murder,2024,4,2,2,0,2,2,1,3,0
Raichur,Theft,2024,146,78,68,14,110,22,76,70,21
Vijayapura,Theft,2024,107,69,38,20,87,0,44,63,6
Mandya,Rape,2024,47,20,27,9,30,8,20,27,1
Tumakuru,Dowry Death,2024,4,1,3,0,3,1,3,1,0
Haveri,Cyber Crime,2024,69,33,36,6,46,17,59,10,10
Bidar,Robbery,2024,19,9,10,2,11,6,5,14,1
Udupi,Robbery,2024,15,5,10,2,12,1,5,10,0
Mandya,Murder,2024,11,5,6,1,8,2,6,5,0
Davangere,Dowry Death,2024,7,2,5,0,5,2,3,4,0
Udupi,Robbery,2024,12,7,5,1,9,2,3,9,0
Kalaburagi,Molestation,2024,23,15,8,3,14,6,15,8,2
Chamarajanagar2,Cyber Crime,2024,75,46,29,12,48,15,51,24,10
Hubballi,Cyber Crime,2024,66,30,36,11,53,2,18,48,3
Chikkaballapura,Cheating,2024,88,42,46,9,73,6,77,11,35
Bengaluru Urban,Murder,2024,0,0,0,0,0,0,0,0,0
Bidar,Dowry Death,2024,7,4,3,0,4,3,4,3,0
Kodagu,Domestic Violence,2024,79,37,42,7,50,22,70,9,32
Mangaluru,Dowry Death,2024,11,7,4,0,7,4,6,5,1
Kodagu,Cheating,2024,123,44,79,4,75,44,80,43,19
Kodagu,Robbery,2024,22,10,12,3,14,5,14,8,6
Mangaluru,Dowry Death,2024,3,1,2,0,2,1,2,1,0
Hassan,Cyber Crime,2024,57,32,25,4,43,10,40,17,14
Yadgir,Dowry Death,2024,9,3,6,1,6,2,5,4,2
Davangere,Cheating,2024,84,35,49,11,61,12,68,16,33
Kodagu,Kidnapping,2024,0,0,0,0,0,0,0,0,0
Shivamogga,Molestation,2024,20,10,10,2,15,3,12,8,3
Hubballi,Dowry Death,2024,9,5,4,1,6,2,4,5,0
Raichur,Cyber Crime,2024,92,38,54,6,58,28,76,16,11
Hubballi,Kidnapping,2024,12,7,5,0,7,5,5,7,1
Raichur,Kidnapping,2024,4,2,2,0,2,2,1,3,0
Koppal,Robbery,2024,20,9,11,3,13,4,13,7,1
Chikkamagaluru,Cyber Crime,2024,69,29,40,8,46,15,47,22,6
RuralAreaX,Molestation,2024,25,7,18,0,17,8,12,13,3
Belagavi,Robbery,2024,25,14,11,3,19,3,9,16,2
Kolar,Dowry Death,2024,5,2,3,0,3,2,3,2,0
Dharwad,Theft,2024,112,46,66,11,87,14,57,55,16
Bidar,Theft,2024,136,61,75,18,105,13,48,88,20
Udupi,Domestic Violence,2024,67,43,24,4,44,19,30,37,4
Kolar,Dowry Death,2024,2,1,1,0,1,1,1,1,0
Chitradurga,Rape,2024,35,17,18,4,22,9,9,26,0
Haveri,Molestation,2024,16,9,7,1,13,2,7,9,2
Raichur,Molestation,2024,39,20,19,7,31,1,21,18,6
Dharwad,Cheating,2024,85,35,50,12,55,18,43,42,18
Ballari,Cyber Crime,2024,78,32,46,8,47,23,48,30,8
Ramanagara,Theft,2024,113,77,36,21,85,7,74,39,5
Davangere,Cheating,2024,96,49,47,17,74,5,44,52,12
Bengaluru Urban,Domestic Violence,2024,61,21,40,3,38,20,41,20,12
Hubballi,Rape,2024,41,15,26,7,30,4,36,5,16
